Date,CustomerName,Region,Category,Product,Quantity,UnitPrice,Amount,DiscountRate,TotalAmount,Profit,PaymentMode
2024-05-05,Customer_25,East,Electronics,Monitor,3,42349,127047,0.11,113071.83,9477.5,Debit Card
2024-05-05,Customer_6,West,Electronics,Printer,4,15300,61200,0.12,53856.0,3320.14,Net Banking
2024-05-05,Customer_23,East,Accessories,Headphones,1,16170,16170,0.06,15199.8,2341.33,Cash
2024-05-05,Customer_31,West,Accessories,Headphones,4,40123,160492,0.1,144442.8,13047.11,Net Banking
2024-05-05,Customer_7,West,Electronics,Printer,5,26715,133575,0.07,124224.75,24957.17,UPI
2024-05-06,Customer_26,North,Electronics,Smartphone,3,18277,54831,0.08,50444.52,9429.28,Credit Card
2024-05-06,Customer_36,South,Accessories,Mouse,1,37090,37090,0.04,35606.4,4082.85,UPI
2024-05-06,Customer_14,North,Accessories,Keyboard,3,35229,105687,0.09,96175.17,9837.47,UPI
2024-05-06,Customer_29,South,Accessories,Keyboard,4,45687,182748,0.09,166300.68,21561.09,UPI
2024-05-06,Customer_31,East,Electronics,Smartphone,2,39345,78690,0.01,77903.1,17662.55,UPI
2024-05-06,Customer_48,North,Electronics,Printer,3,1672,5016,0.04,4815.36,449.91,Credit Card
2024-05-06,Customer_4,West,Electronics,Laptop,4,13101,52404,0.06,49259.76,10683.31,Net Banking
2024-05-07,Customer_7,South,Accessories,Mouse,3,33726,101178,0.13,88024.86,21384.06,Net Banking
2024-05-07,Customer_22,East,Accessories,Headphones,2,46809,93618,0.0,93618.0,22658.54,Debit Card
2024-05-07,Customer_34,North,Accessories,Headphones,2,32279,64558,0.05,61330.1,5345.29,UPI
2024-05-07,Customer_24,North,Accessories,Keyboard,4,42694,170776,0.13,148575.12,29693.83,Net Banking
2024-05-07,Customer_8,East,Accessories,Mouse,2,27182,54364,0.12,47840.32,10510.54,UPI
2024-05-08,Customer_11,South,Accessories,Keyboard,1,38990,38990,0.11,34701.1,2311.04,Cash
2024-05-08,Customer_14,North,Accessories,Mouse,4,31572,126288,0.02,123762.24,21086.51,UPI
2024-05-08,Customer_28,West,Accessories,Mouse,3,44035,132105,0.11,117573.45,12421.51,UPI
2024-05-08,Customer_7,North,Electronics,Printer,2,27096,54192,0.03,52566.24,6247.8,Debit Card
2024-05-09,Customer_30,West,Electronics,Smartphone,5,32534,162670,0.04,156163.2,7850.71,Net Banking
2024-05-09,Customer_26,East,Electronics,Monitor,4,25852,103408,0.1,93067.2,20236.21,Net Banking
2024-05-09,Customer_47,North,Accessories,Mouse,5,3837,19185,0.02,18801.3,4170.39,Net Banking
2024-05-09,Customer_2,South,Electronics,Monitor,1,3667,3667,0.02,3593.66,637.13,Cash
2024-05-09,Customer_24,West,Electronics,Monitor,3,39005,117015,0.0,117015.0,23311.28,UPI
2024-05-09,Customer_18,East,Accessories,Headphones,5,2579,12895,0.11,11476.55,1202.19,Net Banking
2024-05-10,Customer_42,North,Accessories,Keyboard,3,39566,118698,0.05,112763.1,18909.86,UPI
2024-05-10,Customer_10,North,Accessories,Headphones,3,46713,140139,0.01,138737.61,15510.78,Net Banking
2024-05-10,Customer_39,South,Electronics,Printer,4,31130,124520,0.13,108332.4,6960.77,Net Banking
2024-05-11,Customer_40,East,Electronics,Monitor,4,9493,37972,0.09,34554.52,5552.63,UPI
2024-05-11,Customer_31,East,Electronics,Laptop,1,18297,18297,0.13,15918.39,2823.17,Credit Card
2024-05-11,Customer_49,West,Electronics,Laptop,5,12377,61885,0.02,60647.3,8367.43,UPI
2024-05-11,Customer_20,East,Electronics,Monitor,2,36961,73922,0.01,73182.78,13391.86,Cash
2024-05-12,Customer_22,North,Accessories,Mouse,4,9019,36076,0.04,34632.96,7295.91,Cash
2024-05-12,Customer_27,East,Electronics,Monitor,2,42999,85998,0.07,79978.14,10166.37,UPI
2024-05-12,Customer_2,West,Electronics,Printer,5,3717,18585,0.12,16354.8,1105.59,Debit Card
2024-05-12,Customer_40,North,Electronics,Printer,1,3876,3876,0.14,3333.36,726.69,UPI
2024-05-13,Customer_4,North,Electronics,Laptop,5,29761,148805,0.01,147316.95,23059.34,Debit Card
2024-05-13,Customer_35,South,Accessories,Headphones,3,47134,141402,0.08,130089.84,12148.26,Debit Card
2024-05-13,Customer_20,West,Electronics,Monitor,4,2190,8760,0.04,8409.6,464.49,Net Banking
2024-05-13,Customer_10,East,Accessories,Mouse,4,43979,175916,0.09,160083.56,18896.68,UPI
2024-05-14,Customer_3,East,Electronics,Monitor,3,13143,39429,0.04,37851.84,5309.56,Credit Card
2024-05-14,Customer_35,East,Electronics,Printer,4,12154,48616,0.13,42295.92,10031.64,Credit Card
2024-05-14,Customer_38,West,Electronics,Laptop,5,10260,51300,0.1,46170.0,9056.12,Cash
2024-05-15,Customer_32,North,Accessories,Headphones,5,45021,225105,0.04,216100.8,37789.38,Net Banking
2024-05-15,Customer_41,East,Accessories,Keyboard,3,4687,14061,0.0,14061.0,2338.35,Debit Card
2024-05-15,Customer_35,South,Electronics,Monitor,1,45870,45870,0.08,42200.4,2448.29,Debit Card
2024-05-15,Customer_21,East,Accessories,Keyboard,1,28540,28540,0.08,26256.8,4401.45,Credit Card
2024-05-15,Customer_41,East,Accessories,Headphones,3,3460,10380,0.12,9134.4,1722.97,Debit Card
2024-05-15,Customer_19,West,Accessories,Keyboard,2,1273,2546,0.1,2291.4,421.91,UPI
2024-05-15,Customer_39,North,Accessories,Mouse,2,28698,57396,0.1,51656.4,9149.89,Debit Card
2024-05-16,Customer_16,South,Accessories,Headphones,4,39075,156300,0.0,156300.0,26543.22,Credit Card
2024-05-16,Customer_29,North,Electronics,Printer,3,40264,120792,0.05,114752.4,27230.78,UPI
2024-05-16,Customer_12,East,Accessories,Mouse,1,43237,43237,0.08,39778.04,7769.51,Cash
2024-05-17,Customer_37,South,Electronics,Laptop,3,26345,79035,0.02,77454.3,10851.34,Debit Card
2024-05-17,Customer_25,South,Electronics,Smartphone,3,8764,26292,0.07,24451.56,4418.66,Net Banking
2024-05-17,Customer_13,South,Electronics,Laptop,3,6433,19299,0.07,17948.07,3277.84,Cash
2024-05-17,Customer_25,West,Electronics,Monitor,2,42972,85944,0.1,77349.6,5472.93,UPI
2024-05-17,Customer_6,South,Electronics,Printer,4,38722,154888,0.13,134752.56,32176.29,Credit Card
2024-05-18,Customer_18,North,Accessories,Mouse,5,32217,161085,0.12,141754.8,9162.29,Debit Card
2024-05-18,Customer_35,East,Electronics,Printer,4,8411,33644,0.11,29943.16,6100.84,Cash
2024-05-18,Customer_26,West,Accessories,Keyboard,5,19923,99615,0.09,90649.65,20248.45,Debit Card
2024-05-19,Customer_11,East,Accessories,Mouse,4,5106,20424,0.06,19198.56,3853.91,Debit Card
2024-05-19,Customer_19,West,Electronics,Smartphone,4,7853,31412,0.0,31412.0,4483.86,Cash
2024-05-19,Customer_41,North,Electronics,Smartphone,2,1067,2134,0.15,1813.9,285.68,Credit Card
2024-05-19,Customer_19,East,Accessories,Keyboard,2,37420,74840,0.13,65110.8,14459.79,UPI
2024-05-20,Customer_25,West,Electronics,Printer,3,3253,9759,0.04,9368.64,540.96,Credit Card
2024-05-20,Customer_32,North,Accessories,Headphones,1,2297,2297,0.03,2228.09,482.75,Debit Card
2024-05-20,Customer_2,East,Accessories,Keyboard,5,2013,10065,0.05,9561.75,1866.52,UPI
2024-05-20,Customer_34,East,Accessories,Headphones,3,34305,102915,0.03,99827.55,24045.43,Net Banking
2024-05-20,Customer_44,South,Electronics,Printer,3,14657,43971,0.0,43971.0,7843.52,Debit Card
2024-05-21,Customer_26,North,Electronics,Laptop,5,12993,64965,0.14,55869.9,8537.64,Cash
2024-05-21,Customer_44,South,Accessories,Headphones,4,4998,19992,0.04,19192.32,3020.44,UPI
2024-05-21,Customer_25,West,Accessories,Keyboard,2,16459,32918,0.0,32918.0,4868.58,Cash
2024-05-21,Customer_26,South,Accessories,Keyboard,5,41098,205490,0.06,193160.6,14367.51,UPI
2024-05-21,Customer_13,North,Electronics,Smartphone,4,25574,102296,0.14,87974.56,11130.24,Cash
2024-05-21,Customer_28,South,Electronics,Monitor,1,27815,27815,0.0,27815.0,6597.71,Net Banking
2024-05-21,Customer_45,North,Accessories,Headphones,5,39681,198405,0.01,196420.95,14488.39,Cash
2024-05-22,Customer_12,South,Accessories,Keyboard,3,20276,60828,0.08,55961.76,13560.95,Net Banking
2024-05-22,Customer_2,East,Electronics,Monitor,5,20555,102775,0.1,92497.5,15589.77,Credit Card
2024-05-22,Customer_49,South,Electronics,Smartphone,3,42583,127749,0.02,125194.02,13845.14,UPI
2024-05-22,Customer_17,South,Electronics,Printer,4,19843,79372,0.01,78578.28,9596.92,Net Banking
2024-05-22,Customer_29,South,Electronics,Monitor,2,48894,97788,0.07,90942.84,17663.15,Net Banking
2024-05-22,Customer_36,West,Electronics,Printer,2,19450,38900,0.07,36177.0,5120.48,UPI
2024-05-22,Customer_33,West,Accessories,Keyboard,4,9599,38396,0.03,37244.12,8986.39,UPI
2024-05-23,Customer_33,South,Accessories,Headphones,4,19165,76660,0.02,75126.8,5078.52,UPI
2024-05-23,Customer_28,North,Electronics,Laptop,4,37525,150100,0.03,145597.0,35390.96,UPI
2024-05-23,Customer_48,South,Electronics,Monitor,4,22426,89704,0.11,79836.56,19763.69,Debit Card
2024-05-23,Customer_7,South,Electronics,Laptop,3,11803,35409,0.14,30451.74,6384.38,Cash
2024-05-23,Customer_45,West,Electronics,Monitor,2,4968,9936,0.11,8843.04,1442.46,Debit Card
2024-05-24,Customer_38,West,Electronics,Printer,4,19416,77664,0.1,69897.6,13192.76,Cash
2024-05-24,Customer_50,West,Accessories,Mouse,2,13843,27686,0.01,27409.14,5247.58,Debit Card
2024-05-24,Customer_22,North,Electronics,Printer,2,10833,21666,0.03,21016.02,1658.85,UPI
2024-05-25,Customer_24,South,Electronics,Smartphone,3,48864,146592,0.04,140728.32,24584.35,Net Banking
2024-05-25,Customer_32,East,Electronics,Laptop,1,9942,9942,0.02,9743.16,1633.07,Cash
2024-05-25,Customer_43,South,Accessories,Headphones,2,8587,17174,0.09,15628.34,963.77,Net Banking
2024-05-25,Customer_42,North,Accessories,Headphones,4,24785,99140,0.06,93191.6,20265.49,UPI
2024-05-25,Customer_10,West,Electronics,Laptop,1,34977,34977,0.13,30429.99,7221.92,Net Banking
2024-05-26,Customer_11,South,Electronics,Smartphone,1,2763,2763,0.07,2569.59,421.17,UPI
2024-05-26,Customer_18,North,Electronics,Laptop,1,15183,15183,0.15,12905.55,1011.29,Net Banking
2024-05-26,Customer_23,North,Electronics,Laptop,3,8405,25215,0.08,23197.8,1709.09,UPI
2024-05-26,Customer_43,South,Electronics,Smartphone,4,7000,28000,0.06,26320.0,4705.82,Net Banking
2024-05-26,Customer_44,West,Electronics,Smartphone,5,36564,182820,0.03,177335.4,17582.79,Credit Card
2024-05-26,Customer_1,West,Electronics,Monitor,3,22842,68526,0.11,60988.14,4547.29,Net Banking
2024-05-27,Customer_9,East,Accessories,Headphones,3,14655,43965,0.04,42206.4,9867.96,Debit Card
2024-05-27,Customer_14,North,Accessories,Headphones,1,16660,16660,0.07,15493.8,1702.75,Credit Card
2024-05-27,Customer_7,South,Electronics,Laptop,1,14297,14297,0.03,13868.09,2544.18,Net Banking
2024-05-27,Customer_32,North,Accessories,Keyboard,2,20325,40650,0.07,37804.5,6215.62,Cash
2024-05-27,Customer_33,West,Electronics,Smartphone,3,3164,9492,0.01,9397.08,1991.8,UPI
2024-05-28,Customer_40,East,Accessories,Keyboard,1,44065,44065,0.02,43183.7,4749.54,UPI
2024-05-28,Customer_42,West,Electronics,Laptop,1,11186,11186,0.14,9619.96,1462.61,Net Banking
2024-05-28,Customer_17,North,Electronics,Monitor,3,34014,102042,0.15,86735.7,5274.63,Net Banking
2024-05-28,Customer_28,East,Electronics,Printer,1,24417,24417,0.0,24417.0,4539.2,Debit Card
2024-05-29,Customer_21,West,Electronics,Printer,2,43337,86674,0.02,84940.52,16212.27,Net Banking
2024-05-29,Customer_18,East,Electronics,Smartphone,1,45970,45970,0.07,42752.1,8661.72,Net Banking
2024-05-29,Customer_27,North,Electronics,Laptop,5,44127,220635,0.06,207396.9,33187.73,Credit Card
2024-05-30,Customer_13,North,Electronics,Printer,1,6374,6374,0.11,5672.86,1183.77,Net Banking
2024-05-30,Customer_13,West,Electronics,Printer,2,33763,67526,0.1,60773.4,7691.31,Credit Card
2024-05-30,Customer_46,North,Electronics,Laptop,2,21706,43412,0.14,37334.32,7604.14,UPI
2024-05-30,Customer_13,North,Accessories,Mouse,5,40826,204130,0.01,202088.7,15929.13,Debit Card
2024-05-30,Customer_44,South,Accessories,Headphones,2,42959,85918,0.11,76467.02,12169.81,Net Banking
2024-05-31,Customer_5,East,Electronics,Monitor,5,46067,230335,0.05,218818.25,24803.32,Credit Card
2024-05-31,Customer_41,South,Electronics,Printer,5,28160,140800,0.02,137984.0,32622.99,Net Banking
2024-05-31,Customer_41,South,Accessories,Headphones,1,37072,37072,0.06,34847.68,7951.05,UPI
2024-05-31,Customer_45,West,Accessories,Keyboard,3,31847,95541,0.12,84076.08,9775.3,UPI
2024-05-31,Customer_18,East,Electronics,Laptop,1,9299,9299,0.02,9113.02,537.06,Debit Card
2024-05-31,Customer_18,East,Accessories,Mouse,1,29630,29630,0.1,26667.0,1982.21,Cash
2024-06-01,Customer_45,North,Accessories,Keyboard,1,22762,22762,0.01,22534.38,3572.17,Credit Card
2024-06-01,Customer_41,North,Accessories,Mouse,4,10128,40512,0.09,36865.92,3974.3,UPI
2024-06-01,Customer_21,North,Accessories,Headphones,5,27036,135180,0.08,124365.6,19038.18,Credit Card
2024-06-01,Customer_30,North,Accessories,Headphones,1,7277,7277,0.11,6476.53,1027.01,Net Banking
2024-06-02,Customer_33,West,Electronics,Laptop,4,22995,91980,0.12,80942.4,18872.34,Net Banking
2024-06-02,Customer_13,South,Electronics,Printer,1,41511,41511,0.14,35699.46,6167.63,Cash
2024-06-02,Customer_44,South,Accessories,Mouse,4,25282,101128,0.04,97082.88,19550.69,Net Banking
2024-06-03,Customer_36,North,Accessories,Mouse,1,5263,5263,0.03,5105.11,777.67,Net Banking
2024-06-03,Customer_44,North,Electronics,Laptop,2,30847,61694,0.04,59226.24,3945.29,Debit Card
2024-06-03,Customer_4,West,Electronics,Monitor,1,28721,28721,0.14,24700.06,3360.06,Debit Card
2024-06-03,Customer_4,West,Electronics,Laptop,5,34930,174650,0.13,151945.5,19500.34,UPI
2024-06-03,Customer_27,North,Accessories,Headphones,1,31749,31749,0.14,27304.14,2546.42,Cash
2024-06-04,Customer_19,South,Accessories,Mouse,1,49026,49026,0.04,47064.96,11512.32,Cash
2024-06-04,Customer_41,East,Electronics,Laptop,4,43214,172856,0.0,172856.0,31486.35,Credit Card
2024-06-04,Customer_3,South,Electronics,Laptop,5,7933,39665,0.04,38078.4,3302.02,Net Banking
2024-06-04,Customer_18,North,Electronics,Laptop,2,20025,40050,0.08,36846.0,3837.92,Net Banking
2024-06-04,Customer_33,East,Accessories,Mouse,1,12338,12338,0.13,10734.06,2061.35,Debit Card
2024-06-05,Customer_18,East,Electronics,Smartphone,5,30328,151640,0.05,144058.0,34186.24,Net Banking
2024-06-05,Customer_43,North,Accessories,Headphones,1,41969,41969,0.14,36093.34,8653.3,Debit Card
2024-06-05,Customer_22,North,Accessories,Mouse,1,6332,6332,0.11,5635.48,876.77,Credit Card
2024-06-05,Customer_36,North,Electronics,Monitor,3,35508,106524,0.03,103328.28,10796.53,UPI
2024-06-05,Customer_17,South,Electronics,Laptop,3,29890,89670,0.11,79806.3,5890.44,UPI
2024-06-05,Customer_48,South,Electronics,Printer,1,27891,27891,0.04,26775.36,3672.78,Net Banking
2024-06-05,Customer_8,East,Accessories,Mouse,1,42912,42912,0.04,41195.52,8157.41,Debit Card
2024-06-06,Customer_47,West,Electronics,Monitor,2,46369,92738,0.01,91810.62,21122.6,Credit Card
2024-06-06,Customer_5,East,Electronics,Smartphone,3,23608,70824,0.06,66574.56,4284.29,UPI
2024-06-06,Customer_31,West,Electronics,Printer,1,27751,27751,0.01,27473.49,5088.25,Cash
2024-06-06,Customer_11,East,Accessories,Mouse,4,48170,192680,0.08,177265.6,22357.63,Net Banking
2024-06-06,Customer_14,East,Electronics,Monitor,4,26160,104640,0.03,101500.8,12692.47,Debit Card
2024-06-07,Customer_47,East,Accessories,Headphones,2,23942,47884,0.14,41180.24,6345.64,Debit Card
2024-06-07,Customer_40,West,Accessories,Mouse,2,43628,87256,0.12,76785.28,16322.14,Net Banking
2024-06-07,Customer_30,West,Accessories,Mouse,3,26942,80826,0.09,73551.66,15810.3,Debit Card
2024-06-07,Customer_31,West,Accessories,Mouse,5,14931,74655,0.07,69429.15,15273.75,Cash
2024-06-07,Customer_7,South,Electronics,Laptop,5,34045,170225,0.08,156607.0,30616.61,Cash
2024-06-07,Customer_31,West,Electronics,Laptop,4,47386,189544,0.07,176275.92,17911.17,Debit Card
2024-06-07,Customer_32,North,Accessories,Headphones,2,45043,90086,0.08,82879.12,18997.53,UPI
2024-06-08,Customer_32,South,Accessories,Mouse,5,27050,135250,0.11,120372.5,26033.1,Net Banking
2024-06-08,Customer_30,West,Electronics,Printer,4,37101,148404,0.12,130595.52,10422.74,Net Banking
2024-06-08,Customer_42,West,Accessories,Headphones,5,38735,193675,0.11,172370.75,35480.95,Cash
2024-06-08,Customer_35,North,Accessories,Keyboard,1,3449,3449,0.02,3380.02,232.26,Credit Card
2024-06-09,Customer_13,South,Electronics,Laptop,2,21725,43450,0.03,42146.5,2958.25,Cash
2024-06-09,Customer_27,South,Electronics,Monitor,2,40763,81526,0.12,71742.88,5157.76,Cash
2024-06-09,Customer_14,East,Electronics,Smartphone,2,12378,24756,0.12,21785.28,4043.25,Net Banking
2024-06-09,Customer_10,South,Accessories,Headphones,1,13653,13653,0.08,12560.76,2614.9,Credit Card
2024-06-09,Customer_22,North,Accessories,Mouse,3,28673,86019,0.04,82578.24,6204.96,Debit Card
2024-06-10,Customer_8,East,Electronics,Printer,5,19352,96760,0.02,94824.8,7611.42,Credit Card
2024-06-10,Customer_43,North,Accessories,Mouse,5,42639,213195,0.04,204667.2,41814.68,Cash
2024-06-10,Customer_36,East,Accessories,Mouse,1,38139,38139,0.08,35087.88,3315.72,Credit Card
2024-06-10,Customer_17,South,Accessories,Mouse,5,36972,184860,0.1,166374.0,12736.86,Credit Card
2024-06-11,Customer_46,North,Electronics,Printer,1,17703,17703,0.0,17703.0,4238.68,Net Banking
2024-06-11,Customer_5,East,Electronics,Monitor,5,32085,160425,0.03,155612.25,31664.74,Cash
2024-06-11,Customer_30,West,Electronics,Printer,4,2105,8420,0.05,7999.0,903.11,Credit Card
2024-06-11,Customer_30,North,Electronics,Monitor,5,33001,165005,0.14,141904.3,14947.69,Debit Card
2024-06-11,Customer_19,East,Electronics,Monitor,5,42161,210805,0.02,206588.9,24057.83,Credit Card
2024-06-12,Customer_20,North,Accessories,Headphones,3,16910,50730,0.02,49715.4,7126.87,Debit Card
2024-06-12,Customer_44,North,Electronics,Printer,2,27052,54104,0.12,47611.52,8465.45,Credit Card
2024-06-12,Customer_46,East,Electronics,Printer,4,38252,153008,0.03,148417.76,30467.56,UPI
2024-06-13,Customer_11,West,Electronics,Smartphone,2,38258,76516,0.08,70394.72,9131.22,Cash
2024-06-13,Customer_36,West,Electronics,Printer,2,34803,69606,0.12,61253.28,10599.53,Credit Card
2024-06-13,Customer_22,North,Electronics,Monitor,2,17614,35228,0.06,33114.32,7947.04,Credit Card
2024-06-13,Customer_20,West,Accessories,Keyboard,4,29755,119020,0.02,116639.6,24629.66,Net Banking
2024-06-13,Customer_37,North,Accessories,Keyboard,4,8892,35568,0.06,33433.92,1792.77,Debit Card
2024-06-14,Customer_33,West,Electronics,Monitor,3,22840,68520,0.0,68520.0,8773.41,Credit Card
2024-06-14,Customer_32,South,Electronics,Printer,5,32385,161925,0.08,148971.0,26322.92,Credit Card
2024-06-14,Customer_11,West,Accessories,Mouse,5,21988,109940,0.01,108840.6,19951.81,Credit Card
2024-06-14,Customer_9,South,Accessories,Headphones,5,30756,153780,0.05,146091.0,18635.45,Cash
2024-06-14,Customer_34,West,Electronics,Monitor,1,27070,27070,0.04,25987.2,2904.1,Debit Card
2024-06-14,Customer_17,South,Accessories,Mouse,1,24228,24228,0.0,24228.0,5419.81,Credit Card
2024-06-14,Customer_38,West,Electronics,Printer,3,46840,140520,0.05,133494.0,29944.2,Net Banking
2024-06-15,Customer_16,North,Accessories,Mouse,5,29319,146595,0.15,124605.75,12721.47,UPI
2024-06-15,Customer_31,South,Accessories,Keyboard,3,35746,107238,0.05,101876.1,5959.96,Credit Card
2024-06-15,Customer_5,North,Accessories,Headphones,1,26105,26105,0.05,24799.75,4148.98,Debit Card
2024-06-15,Customer_27,East,Accessories,Headphones,4,13163,52652,0.07,48966.36,9121.5,Net Banking
2024-06-16,Customer_36,North,Accessories,Headphones,1,33230,33230,0.14,28577.8,1793.01,Cash
2024-06-16,Customer_18,North,Accessories,Keyboard,3,35051,105153,0.02,103049.94,16381.44,UPI
2024-06-16,Customer_46,West,Electronics,Smartphone,1,36734,36734,0.05,34897.3,1769.65,Net Banking
2024-06-16,Customer_33,East,Electronics,Monitor,3,48563,145689,0.14,125292.54,14152.35,UPI
2024-06-16,Customer_12,East,Electronics,Laptop,3,11745,35235,0.09,32063.85,4310.76,UPI
2024-06-17,Customer_37,North,Electronics,Smartphone,1,25097,25097,0.14,21583.42,1455.34,Cash
2024-06-17,Customer_15,North,Accessories,Keyboard,2,47715,95430,0.05,90658.5,5007.79,Debit Card
2024-06-17,Customer_9,South,Electronics,Monitor,3,41805,125415,0.08,115381.8,15475.77,UPI
2024-06-17,Customer_15,West,Accessories,Mouse,5,2019,10095,0.08,9287.4,485.7,Credit Card
2024-06-18,Customer_43,South,Electronics,Laptop,5,31196,155980,0.02,152860.4,13445.11,Net Banking
2024-06-18,Customer_7,East,Accessories,Keyboard,5,2661,13305,0.13,11575.35,890.45,UPI
2024-06-18,Customer_25,North,Accessories,Mouse,2,47627,95254,0.14,81918.44,4775.86,Debit Card
2024-06-19,Customer_34,South,Accessories,Keyboard,1,1321,1321,0.01,1307.79,225.13,Net Banking
2024-06-19,Customer_29,East,Accessories,Keyboard,3,14489,43467,0.04,41728.32,3368.29,Net Banking
2024-06-19,Customer_32,East,Electronics,Printer,1,13087,13087,0.13,11385.69,2690.8,Debit Card
2024-06-19,Customer_9,West,Accessories,Headphones,1,41550,41550,0.03,40303.5,9263.95,Debit Card
2024-06-19,Customer_36,East,Accessories,Keyboard,5,34209,171045,0.11,152230.05,34481.05,Credit Card
2024-06-19,Customer_11,West,Electronics,Printer,3,23832,71496,0.04,68636.16,6096.65,Credit Card
2024-06-19,Customer_4,South,Accessories,Mouse,5,14629,73145,0.05,69487.75,10941.9,Credit Card
2024-06-20,Customer_36,South,Electronics,Monitor,4,28821,115284,0.03,111825.48,24210.58,UPI
2024-06-20,Customer_21,East,Electronics,Smartphone,2,32211,64422,0.05,61200.9,12023.93,UPI
2024-06-20,Customer_28,South,Electronics,Laptop,5,37155,185775,0.13,161624.25,35344.83,Net Banking
2024-06-21,Customer_27,West,Electronics,Laptop,1,16764,16764,0.03,16261.08,2228.33,Credit Card
2024-06-21,Customer_26,West,Electronics,Monitor,4,7615,30460,0.03,29546.2,2164.95,Net Banking
2024-06-21,Customer_1,South,Accessories,Mouse,5,24814,124070,0.09,112903.7,9696.17,Debit Card
2024-06-22,Customer_28,West,Electronics,Monitor,5,47504,237520,0.1,213768.0,19861.16,Net Banking
2024-06-22,Customer_26,North,Accessories,Keyboard,4,41082,164328,0.03,159398.16,14806.2,Cash
2024-06-22,Customer_36,East,Accessories,Keyboard,5,1467,7335,0.07,6821.55,1571.01,Debit Card
2024-06-22,Customer_12,South,Electronics,Printer,2,12328,24656,0.06,23176.64,3923.71,Credit Card
2024-06-22,Customer_48,North,Accessories,Keyboard,4,19927,79708,0.12,70143.04,4467.37,Credit Card
2024-06-22,Customer_28,South,Electronics,Laptop,3,36825,110475,0.1,99427.5,7616.0,Credit Card
2024-06-23,Customer_50,East,Electronics,Monitor,3,43660,130980,0.12,115262.4,8575.04,Debit Card
2024-06-23,Customer_39,South,Electronics,Laptop,4,29892,119568,0.14,102828.48,12979.68,UPI
2024-06-23,Customer_30,North,Electronics,Printer,4,31760,127040,0.12,111795.2,24477.78,Cash
2024-06-23,Customer_36,South,Electronics,Monitor,2,49737,99474,0.02,97484.52,9990.89,Debit Card
2024-06-24,Customer_47,South,Electronics,Printer,2,11147,22294,0.02,21848.12,4955.52,Net Banking
2024-06-24,Customer_43,East,Electronics,Printer,4,44236,176944,0.02,173405.12,18423.92,Credit Card
2024-06-24,Customer_16,West,Accessories,Headphones,1,20118,20118,0.05,19112.1,1038.55,Cash
2024-06-24,Customer_33,West,Electronics,Laptop,5,27708,138540,0.01,137154.6,19317.13,UPI
2024-06-24,Customer_34,South,Electronics,Smartphone,2,33958,67916,0.05,64520.2,11879.27,Cash
2024-06-24,Customer_1,North,Accessories,Keyboard,4,48705,194820,0.05,185079.0,27858.57,Net Banking
2024-06-25,Customer_41,West,Accessories,Keyboard,3,4245,12735,0.0,12735.0,2567.7,Credit Card
2024-06-25,Customer_16,South,Accessories,Headphones,3,7563,22689,0.13,19739.43,1700.3,Debit Card
2024-06-25,Customer_7,East,Electronics,Laptop,3,3061,9183,0.1,8264.7,642.06,Debit Card
2024-06-25,Customer_37,West,Accessories,Keyboard,2,47384,94768,0.04,90977.28,19418.03,Credit Card
2024-06-25,Customer_36,North,Accessories,Mouse,5,25408,127040,0.12,111795.2,17938.58,Cash
2024-06-26,Customer_28,West,Electronics,Monitor,1,12520,12520,0.0,12520.0,1543.22,UPI
2024-06-26,Customer_45,East,Electronics,Laptop,1,46240,46240,0.14,39766.4,7913.06,UPI
2024-06-26,Customer_44,East,Electronics,Smartphone,1,1507,1507,0.05,1431.65,136.36,Cash
2024-06-27,Customer_15,West,Accessories,Keyboard,2,24605,49210,0.03,47733.7,9631.71,Credit Card
2024-06-27,Customer_44,North,Electronics,Smartphone,1,40915,40915,0.07,38050.95,8111.14,Debit Card
2024-06-27,Customer_5,West,Electronics,Printer,2,16632,33264,0.01,32931.36,7644.46,UPI
2024-06-27,Customer_41,South,Accessories,Keyboard,2,39342,78684,0.02,77110.32,6773.07,UPI
2024-06-28,Customer_46,South,Electronics,Printer,4,22338,89352,0.12,78629.76,7049.69,Cash
2024-06-28,Customer_26,North,Electronics,Monitor,4,10534,42136,0.07,39186.48,3767.94,Cash
2024-06-28,Customer_1,West,Electronics,Smartphone,1,20724,20724,0.09,18858.84,2660.49,UPI
2024-06-28,Customer_30,South,Electronics,Monitor,5,41945,209725,0.06,197141.5,12598.06,Credit Card
2024-06-28,Customer_24,East,Accessories,Mouse,4,2892,11568,0.15,9832.8,1131.09,Net Banking
2024-06-29,Customer_28,South,Accessories,Headphones,1,33759,33759,0.02,33083.82,7112.57,Debit Card
2024-06-29,Customer_23,North,Electronics,Printer,3,27577,82731,0.06,77767.14,15163.42,Debit Card
2024-06-29,Customer_17,West,Electronics,Printer,4,17397,69588,0.02,68196.24,8178.49,UPI
2024-06-29,Customer_23,West,Electronics,Smartphone,2,26101,52202,0.08,48025.84,10109.59,Credit Card
2024-06-29,Customer_23,West,Accessories,Mouse,3,5001,15003,0.03,14552.91,2718.93,Credit Card
2024-06-30,Customer_37,South,Electronics,Monitor,1,40429,40429,0.15,34364.65,2320.38,Debit Card
2024-06-30,Customer_22,East,Electronics,Smartphone,2,28415,56830,0.05,53988.5,12723.74,Cash
